wdpa_pid,name_kfw,type_kfw,area_sqkm_kfw,mab_kfw,world_heritage_kfw,ramsar_kfw,ecosystem_kfw,bmz_n_1,bmz_n_2,bmz_n_3,bmz_n_4,bmz_n_5,bmz_n_6,bmz_n_7,bmz_n_8,bmz_n_9,bmz_n_10
351831,RESEX Terra Grande Pracuúba,National Park,1946.95,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
31777,RESEX do Rio Ouro Preto,National Park,2045.83,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Sumapaz,National Park,1540,NA,NA,NA,Wald,201265685,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Cordillera de los Picachos,National Park,4447.4,NA,NA,NA,Wald,201265685,NA,NA,NA,NA,NA,NA,NA,NA,NA
33612,PE Guajara-Mirim,PARQUE,2165.68,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
555576482,RDS Matupiri,National Park,1790.83,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351773,RESEX do Rio Jutai,National Park,2755.33,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351777,RESEX Auati-Paraná,National Park,1469.51,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351795,RB da Nascentes da Serra do Cachimbo,National Park,3424.78,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
903016,Pantanos de Centla,Reserva de la Biosfera,302.707,NA,NA,NA,Wald,201166156,201567957,NA,NA,NA,NA,NA,NA,NA,NA
42,RB do Lago Piratuba,National Park,3570,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
10845,EE de Jutaí-Solimões,National Park,2842.85,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
30628,Indio Maíz,Reserva Biológica,2639.8,Indio Maíz,NA,NA,Wald,201768464,NA,NA,NA,NA,NA,NA,NA,NA,NA
115769,PE Serra de Ricardo Franco,ESEC,1586.21,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
352135,RESEX do Catuá Ipixuna,RESEX,2174.86,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351713,RESEX Riozinho da Liberdade,National Park,3256.03,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351748,PN Serra da Cutia,National Park,2836.11,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
10795,RB do Gurupi,National Park,3416.5,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,RB do Jaru,National Park,3281.5,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,Amistad,Parque Internacional,1905.13,NA,NA,NA,Wald,201768464,NA,NA,NA,NA,NA,NA,NA,NA,NA
351767,RESEX do Lago Capanã Grande,National Park,3041.46,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
352158,RDS Aripuanã,RESEX,2242.91,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351769,RESEX do Medio Juruá,National Park,2869.33,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,Cocuy,National Park,3060,NA,NA,NA,Hochgebirge,201065143,NA,NA,NA,NA,NA,NA,NA,NA,NA
10826,EE Niquiá,National Park,2866,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
101457,Cañón de Santa Elena,Área de Protección de Flora y Fauna,277.21,NA,NA,NA,Wald,201166156,201567957,NA,NA,NA,NA,NA,NA,NA,NA
478422,RESEX do Rio Xingu,National Park,3038.41,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351712,PN da Serra do Pardo,National Park,4453.92,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,Sierra Nevada de Santa Marta,National Park,3830,Sierra Nevada de Santa Marta,NA,NA,Hochgebirge,201065143,NA,NA,NA,NA,NA,NA,NA,NA,NA
900668,Sierra Gorda,Reserva de la Biosfera,383.567,NA,NA,NA,Wald,201166156,201567957,NA,NA,NA,NA,NA,NA,NA,NA
43,RB do Rio Trombetas,National Park,3850,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
4891,EE do Jari,National Park,2271.26,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
107806,Ocampo,Área de Protección de Flora y Fauna,344.238,NA,NA,NA,Wald,201166156,201567957,NA,NA,NA,NA,NA,NA,NA,NA
31776,RESEX do Rio Cajari,National Park,5017.71,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
555576433,PE do Matupiri,PARQUE,5137.47,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
33613,PE de Corumbiara,ESEC,3840.55,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
41049,Kanuku Mountains,National Park,6110,NA,NA,NA,Savanne,200865444,201167063,NA,NA,NA,NA,NA,NA,NA,NA
41057_A,Shell Beach,National Park,1203,NA,NA,NA,Küste,200865444,201167063,NA,NA,NA,NA,NA,NA,NA,NA
33716,RESEX do Rio Paccás Novos,RESEX,3429.04,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
2215,PN de Anavilhanas,National Park,3500.18,Amazônia Central,Central Amazon Conservation Complex,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Paramillo,National Park,4600,NA,NA,NA,Wald,201265685,NA,NA,NA,NA,NA,NA,NA,NA,NA
352138,RDS Uacari,RDS,6329.49,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
478539,RDS do Juma,RDS,5896.11,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
198351,PN Serra da Mocidade,National Park,3509.6,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
18740,Tupiniquins,National Park,17.28,NA,NA,NA,Küste,209810961,NA,NA,NA,NA,NA,NA,NA,NA,NA
555576417,APA Marinha Litoral Centro,National Park,38.23,NA,NA,NA,Wald,209810961,NA,NA,NA,NA,NA,NA,NA,NA,NA
351842,PE Chandless,PARQUE,6953.03,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351785,RESEX Riozinho do Anfrísio,National Park,7363.41,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
555576387,APA Marinha Litoral Sul,National Park,3651.97,NA,NA,NA,Wald,209810961,NA,NA,NA,NA,NA,NA,NA,NA,NA
555576393,RDS Rio Madeira,RESEX,2831.17,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
555582979,Islas de la Bahía,National Park,6471.52,NA,NA,NA,Meer,201165984,NA,NA,NA,NA,NA,NA,NA,NA,NA
19484,Área de Proteção Ambiental Cananéia-Iguape-Peruíbe,National Park,2023,NA,NA,NA,Wald,209810961,NA,NA,NA,NA,NA,NA,NA,NA,NA
555576236,RDS Igapó-Açu,RESEX,3975.57,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
41014,Río Plátano,National Park,8323.32,Río Plátano,Río Plátano Biosphere Reserve,NA,Wald,201670124,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,PN do Cabo Orange,National Park,6190,NA,NA,Cabo Orange National Park,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351830,RESEX do Rio Iriri,National Park,3989.38,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351776,RESEX Tapajós-Arapiuns,National Park,6476.11,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351818,PN do Jamanxim,National Park,8526.16,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
101761,RDS do Rio Iratapuru,RDS,8061.84,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
478419,PN Nascentes do Lago Jari,National Park,8121.41,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
478421,RESEX Ituxi,National Park,7769.4,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351819,PN do Rio Novo,National Park,5377.57,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
352156,PE do Sucunduri,PARQUE,8083.12,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Sierra de la Macarena,National Park,6300,NA,NA,NA,Wald,201265685,NA,NA,NA,NA,NA,NA,NA,NA,NA
30622,Cayos Miskitos,Reserva Biológica,13060.57,NA,NA,NA,Meer,201768464,NA,NA,NA,NA,NA,NA,NA,NA,NA
31752,RB do Uatumã,National Park,9403.58,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351786,RESEX Verde para Sempre,National Park,12887.17,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
31775,RESEX Chico Mendes,National Park,9705.7,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351758,Nascentes do Rio Parnaíba,National Park,7243.24,NA,NA,NA,Savanne,209810854,NA,NA,NA,NA,NA,NA,NA,NA,NA
351756,RESEX do Cazumbá-Iracema,National Park,7507.95,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
478420,RESEX do Médio Purus,National Park,6042.09,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
26621,Reserva de la Biósfera Maya,National Park,21602,Reserva de la Biósfera Maya,NA,NA,Wald,200866657,NA,NA,NA,NA,NA,NA,NA,NA,NA
10830,EE Juami-Japurá,National Park,5726.5,Amazônia Central,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
352136,RDS Piagaçu-Purus,RDS,10081.67,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351832,RESEX Rio Unini,National Park,8333.52,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
19275,PN da Serra do Divisor,National Park,8466.33,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351833,PN dos Campos Amazônicos,National Park,9613.2,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
352202,RB de Maicuru,ESEC,11517.61,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
95320,Mamirauá,National Park,11240,NA,Central Amazon Conservation Complex,Mamirauá,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
352139,RDS do Cujubim,RDS,24503.82,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,PN do Jaú,National Park,22720,Amazônia Central,Central Amazon Conservation Complex,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351839,PN do Juruena,National Park,19570,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
352134,RDS do Amanã,RDS,23500,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351711,EE da Terra do Meio,National Park,33731.11,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
351784,PN Montanhas do Tumucumaque,National Park,38670,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
107620,Cuenca Alimentadora del Distrito Nacional de Riego,Área de Protección de Flora y Fauna,1519385,NA,NA,NA,Wald,201166156,201567957,NA,NA,NA,NA,NA,NA,NA,NA
352198,EE Grão Pará,PARQUE,42458.19,NA,NA,NA,Wald,201367127,NA,NA,NA,NA,NA,NA,NA,NA,NA
55544090,"Sistema de Islas, Islotes y Puntas Guaneras",National Park,141,NA,NA,NA,Küste,201066661,NA,NA,NA,NA,NA,NA,NA,NA,NA
15961,Itacolomi,PARQUE,59.96,NA,NA,NA,Hochgebirge,199867219,NA,NA,NA,NA,NA,NA,NA,NA,NA
555542778,Rio Doce,PARQUE,359.73,NA,NA,Rio Doce State Park,Wald,199867219,NA,NA,NA,NA,NA,NA,NA,NA,NA
3219,Rio Doce,Parque Estadual,359.46,NA,NA,NA,Wald,199867219,NA,NA,NA,NA,NA,NA,NA,NA,NA
351912,Serra São José,Área de Proteção Ambiental,46.74,NA,NA,NA,Savanne,199867219,NA,NA,NA,NA,NA,NA,NA,NA,NA
478520,Uaimii,Floresta Estadual,44.43,NA,NA,NA,Wald,199867219,NA,NA,NA,NA,NA,NA,NA,NA,NA
352053,Serra Do Rola Moça,Parque Estadual,41.02,NA,NA,NA,Wald,199867219,NA,NA,NA,NA,NA,NA,NA,NA,NA
352045,Pico Do Itambé,Parque Estadual,65.21,NA,NA,NA,Wald,199867219,NA,NA,NA,NA,NA,NA,NA,NA,NA
33562,Cachoeira Das Andorinhas,Área de Proteção Ambiental,142.7,NA,NA,NA,Wald,199867219,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Caparaó,Parque Nacional,317.63,NA,NA,NA,Savanne,199867219,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Noel Kempff Mercado,Parque Nacional,16467.56,NA,Parc national Noel Kempff Mercado,NA,Wald,199065244,NA,NA,NA,NA,NA,NA,NA,NA,NA
9779,Amboró,Parque Nacional,4413.11,NA,NA,NA,Wald,199065244,NA,NA,NA,NA,NA,NA,NA,NA,NA
303884,Kaa-iya del Gran Chaco,Area Natural de Manejo Integrado y Parque Nacional,34677.3,NA,NA,NA,Savanne,199065244,NA,NA,NA,NA,NA,NA,NA,NA,NA
220263,Sumaco,Reserva de la Biosfera,2052.49,Sumaco,NA,NA,Wald,199867003,NA,NA,NA,NA,NA,NA,NA,NA,NA
81072,Sumaco Napo-Galeras,Parque Nacional,2061.62,Sumaco,NA,NA,Wald,199867003,200165472,NA,NA,NA,NA,NA,NA,NA,NA
555682900,Das Lauráceas,Parque Estadual,97,NA,NA,NA,Wald,199566357,NA,NA,NA,NA,NA,NA,NA,NA,NA
555682905,Pico Marumbi,Parque Estadual,23.42,NA,NA,NA,Wald,199566357,NA,NA,NA,NA,NA,NA,NA,NA,NA
555599933,Guaratuba,Área De Proteção Ambiental Estadual,1993.68,NA,NA,Guaratuba,Wald,199566357,NA,NA,NA,NA,NA,NA,NA,NA,NA
15987,Desengano,Parque Estadual,214.04,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
555682914,Pedra Branca,Parque Estadual,125,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
478586,Ilha Grande,Parque Estadual,120.92,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
555636587,Serra Da Tiririca,Parque Estadual,34.91,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
555599930,Aventureiro,Reserva de Desenvolvimento Sustentável,19,NA,NA,NA,Küste und EEZ,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
352122,Serra da Concórdia,Parque Estadual,10.41,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
39855,Guaratiba,Reserva Biológica Estadual,33.61,NA,NA,NA,Küste und EEZ,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
15981,Araras,Reserva Biológica,38.38,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
555599927,Praia Do Sul,Reserva Biológica Estadual,32.67,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Juatinga,Reserva Ecológica Estadual,99.6,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
19481,Massambaba,Área De Proteção Ambiental,91.24,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
555682915,Três Picos,Parque Estadual,466,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
352126,Guaxindiba,Estação Ecológica Estadual,32.59,NA,NA,NA,Wald,200065086,NA,NA,NA,NA,NA,NA,NA,NA,NA
220296,Complexe de conservation de l’Amazonie centrale,World Heritage Site,52320.18,Complexe de conservation de l’Amazonie centrale,Complexe de conservation de l’Amazonie centrale,NA,Wald,200165092,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Jaú,Parque Nacional,23673.4,NA,NA,NA,Wald,200165092,NA,NA,NA,NA,NA,NA,NA,NA,NA
19769,Mamirauá,Reserva De Desenvolvimento Sustentável,13199.4,NA,NA,Mamirauá,Wald,200165092,NA,NA,NA,NA,NA,NA,NA,NA,NA
2215,Parque Nacional De Anavilhanas,Parque,3502.36,NA,NA,Anavilhanas National Park,Wald,200165092,NA,NA,NA,NA,NA,NA,NA,NA,NA
352134,Reserva De Desenvolvimento Sustentável Amanã,Reserva De Desenvolvimento Sustentável,23034.6,NA,NA,NA,Wald,200165092,NA,NA,NA,NA,NA,NA,NA,NA,NA
198353,Parque Nacional Pau Brasil,Parque,189.34,NA,Discovery Coast Atlantic Forest Reserves,NA,Wald,200165092,NA,NA,NA,NA,NA,NA,NA,NA,NA
198352,Parque Nacional Do Descobrimento,Parque,226.94,NA,Discovery Coast Atlantic Forest Reserves,NA,Wald,200165092,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,Parque Nacional Do Monte Pascoal,Parque,222.4,NA,Discovery Coast Atlantic Forest Reserves,NA,Wald,200165092,NA,NA,NA,NA,NA,NA,NA,NA,NA
478068,Armando Bermúdez,Parque Nacional,802.55,NA,NA,NA,Wald,200166090,NA,NA,NA,NA,NA,NA,NA,NA,NA
478101,José del Carmen Ramírez,Parque Nacional,749.72,NA,NA,NA,Wald,200166090,NA,NA,NA,NA,NA,NA,NA,NA,NA
478142,Valle Nuevo,Parque Nacional,906.31,NA,NA,NA,Wald,200166090,NA,NA,NA,NA,NA,NA,NA,NA,NA
478089,Ébano Verde,Reserva Cientifica,29.9,NA,NA,NA,Wald,200166090,NA,NA,NA,NA,NA,NA,NA,NA,NA
478130,Nalga de Maco,Parque Nacional,165.82,NA,NA,NA,Wald,200166090,200565689,NA,NA,NA,NA,NA,NA,NA,NA
103168,Yum Balam,Área de Protección de Flora y Fauna,1540.52,NA,NA,Área de Protección de Flora y Fauna Yum Balam,Küste und EEZ,200766667,NA,NA,NA,NA,NA,NA,NA,NA,NA
220100,Port Honduras,Marine Reserve,409.14,NA,NA,NA,Küste und EEZ,200766667,NA,NA,NA,NA,NA,NA,NA,NA,NA
12564,Punta de Manabique,Refugio de Vida Silvestre,1527.97,NA,NA,Punta de Manabique,Küste und EEZ,200766667,NA,NA,NA,NA,NA,NA,NA,NA,NA
108043,"Santuario del Manatí, Bahía de Chetumal",Zona Sujeta a Conservación Ecológica,2773.17,NA,NA,NA,Küste und EEZ,201066836,NA,NA,NA,NA,NA,NA,NA,NA,NA
301909,Corozal Bay,Wildlife Sanctuary,730.46,NA,NA,NA,Küste und EEZ,201066836,NA,NA,NA,NA,NA,NA,NA,NA,NA
99652,South Water Caye Marine Reserve,Marine Reserve,477.02,NA,Belize Barrier Reef Reserve System (BBRRS),NA,Küste und EEZ,201066836,NA,NA,NA,NA,NA,NA,NA,NA,NA
903037,Reserva de Usos Múltiples Río Sarstún,Reserva de Usos Múltiples,352.02,NA,NA,Reserva de Usos Múltiples Río Sarstún,Wald,201066836,NA,NA,NA,NA,NA,NA,NA,NA,NA
62052,Turtle Harbour,Refugio de Vida Silvestre,9.29,NA,NA,NA,Wald,201066836,NA,NA,NA,NA,NA,NA,NA,NA,NA
555577548,Bosques de Neblina y Páramos de Samanga,Área de Conservación Privada,28.88,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555623651,Lagunas y Páramos de Andinos de San José de Tapal,Área de Conservación Privada,9.08,NA,NA,NA,Savanne,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555623649,Cavernas de Leo,Área de Conservación Privada,0.13,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555637429,Vista Alegre-Omia,Área de Conservación Regional,489.45,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555637428,Bosques Tropicales Estacionalmente Secos del Marañón,Área de Conservación Regional,139.29,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555643522,Bosques de Shunté y Mishollo,Área de Conservación Regional,1914.06,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
12215,los Manglares de Tumbes,Santuario Nacional,29.27,Noroeste Amotapes-Manglares,NA,Santuario Nacional Los Manglares de Tumbes,Küste und EEZ,200866285,200266908,199765777,NA,NA,NA,NA,NA,NA,NA
98158,de Tumbes,Reserva Nacional,192.67,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555623629,Bosques Secos de Salitral - Huarmaca,Área de Conservación Regional,288.12,NA,NA,NA,Wald,200866285,200266908,NA,NA,NA,NA,NA,NA,NA,NA
555555662,Bosque Moyán - Palacio,Área de Conservación Regional,84.58,NA,NA,NA,Wald,200866285,200266908,NA,NA,NA,NA,NA,NA,NA,NA
20187,Laquipampa,Refugio de Vida Silvestre,832.86,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555630,Chaparrí,Área de Conservación Privada,344.12,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
303319,Bosque de Pómac,Santuario Histórico,58.87,NA,NA,NA,Steppe,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555661,Bosque Huacrupe - La Calera (Las Panguanas 4),Área de Conservación Regional,72.72,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
30061,El Angolo,Coto de Caza,650,Noroeste Amotapes-Manglares,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,Cerros de Amotape,Parque Nacional,1517.67,Noroeste Amotapes-Manglares,NA,NA,Wald,200866285,200266908,NA,NA,NA,NA,NA,NA,NA,NA
555555656,Angostura Faical (Las Panguanas 3),Área de Conservación Regional,87.95,NA,NA,NA,Wald,200866285,200266908,NA,NA,NA,NA,NA,NA,NA,NA
20179,Cordillera de Colán,Santuario Nacional,392.16,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555544088,Chayu Nain,Reserva Comunal,235.98,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555544099,Río Nieva,Zona Reservada,363.48,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555664,Copallín,Área de Conservación Privada,115.49,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555639,Abra Patricia - Alto Nieva,Área de Conservación Privada,14.16,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555660,Hierba Buena - Allpayacu,Área de Conservación Privada,22.82,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
20183,Alto Mayo,Bosque de Protección,18.2,NA,NA,NA,Wald,200866285,199566829,NA,NA,NA,NA,NA,NA,NA,NA
555555655,Juningue,Área de Conservación Privada,0.39,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555619,Cordillera Escalera,Área de Conservación Regional,1498.7,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555646,Tambo Ilusión,Área de Conservación Privada,0.14,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
303320,Cordillera Azul,Parque Nacional,13531.91,NA,NA,NA,Wald,200866285,200266908,NA,NA,NA,NA,NA,NA,NA,NA
7461,del Río Abiseo,Parque Nacional,2745.2,Gran Pajatén,Río Abiseo National Park,NA,Wald,200866285,200266908,199765777,NA,NA,NA,NA,NA,NA,NA
555555647,Tilacancha,Área de Conservación Privada,68,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555634,San Antonio,Área de Conservación Privada,3.75,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555631,Huiquilla,Área de Conservación Privada,11.41,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555669,Huaylla Belén - Colcamar,Área de Conservación Privada,63.38,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555684,Bosque de Palmeras de la Comunidad Campesina Taulia Molinopampa,Área de Conservación Privada,109.21,NA,NA,NA,Wald,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
2175,de Salinas y Aguada Blanca,Reserva Nacional,3669.36,NA,NA,NA,Hochgebirge,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
555555622,Vilacota Maure (Berlin),Área de Conservación Regional,1243.13,NA,NA,NA,Hochgebirge,200866285,NA,NA,NA,NA,NA,NA,NA,NA,NA
12650,Bosawas,Reserva Natural,7441.9,Bosawás,NA,NA,Wald,199865056,NA,NA,NA,NA,NA,NA,NA,NA,NA
98183,Madidi,Parque Nacional,12752.51,NA,NA,NA,Wald,199966649,200466458,NA,NA,NA,NA,NA,NA,NA,NA
98182,Cotapata,Parque Nacional y Area Natural de Manejo Integrado,612.66,NA,NA,NA,Wald,199966649,200466458,NA,NA,NA,NA,NA,NA,NA,NA
33,Sajama,Parque Nacional,949.4,NA,NA,NA,Hochgebirge,199966649,200466458,NA,NA,NA,NA,NA,NA,NA,NA
20041,Tariquía,Reserva Nacional de Flora y Fauna,2472.58,NA,NA,NA,Wald,199966649,200466458,NA,NA,NA,NA,NA,NA,NA,NA
36,Eduardo Avaroa,Reserva Nacional de Fauna Andina,6806.44,NA,NA,Los Lípez,Hochgebirge,199966649,200466458,NA,NA,NA,NA,NA,NA,NA,NA
303893,Apolobamba,Area Natural de Manejo Integado Nacional,4737.96,Apolobamba National Natural Area of Integrated Management Biosphere Reserve,NA,NA,Savanne,200466458,NA,NA,NA,NA,NA,NA,NA,NA,NA
20011,Pilón Lajas,Reserva de la Biósfera y Territorio Indígena,3858.5,Pilón Lajas Biosphere Reserve,NA,NA,Wald,200466458,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Manuripi,Reserva Nacional de Vida Silvestre Amazónica,7463.62,NA,NA,NA,Wald,200466458,NA,NA,NA,NA,NA,NA,NA,NA,NA
303315,Nor Yauyos - Cochas,Reserva Paisajistica,2212.68,NA,NA,NA,Hochgebirge,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,del Manu,Parque Nacional,17162.95,Reserva de la Biósfera del Manu,NA,NA,Wald,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,del Titicaca,Reserva Nacional,361.8,NA,NA,del Titicaca,Binnengewässer,200266908,199765777,NA,NA,NA,NA,NA,NA,NA,NA
252,de Junín,Reserva Nacional,530,NA,NA,Reserva Nacional de Junín,Steppe,200266908,NA,NA,NA,NA,NA,NA,NA,NA,NA
